Text,Prediction,Actual
pop pizza,Pizza,Pizza
queens fish bar,Fish & Chips,Fish & Chips
chom chom spice,Indian,Indian
kebab corner,Kebab,Kebab
appachi pizza,Pizza,Pizza
subshakes,Desserts,Desserts
bespoke cafe,Sand/Caf/Bake,Sand/Caf/Bake
hin-loon,Chinese,Chinese
stephen's golden cod,Fish & Chips,Fish & Chips
littleton fryer,Fish & Chips,Fish & Chips
the staiths cafe,Sand/Caf/Bake,Sand/Caf/Bake
ready steady pizza,Pizza,Pizza
mr p's chippy,Fish & Chips,Fish & Chips
sidwell fish and chips,Fish & Chips,Fish & Chips
norton road fish bar,Fish & Chips,Fish & Chips
sweet ilford,Desserts,Desserts
nes' cafe,Sand/Caf/Bake,Sand/Caf/Bake
king fisher,Fish & Chips,Fish & Chips
cheers pizza,Pizza,Pizza
melton kebab house,Kebab,Kebab
gicho's fish and chips,Fish & Chips,Fish & Chips
torino's pizza,Pizza,Pizza
la mama pizza and kebab house (standish),Fast Food,Fast Food
marmaris fish and chips and kebab,Fish & Chips,Fish & Chips
aila'js cafe,Sand/Caf/Bake,Sand/Caf/Bake
papp's fish and chips,Fish & Chips,Fish & Chips
seafare fish and chips,Fish & Chips,Fish & Chips
the fish zone,Fish & Chips,Fish & Chips
lollipop gelato lab,Desserts,Desserts
atkinsons fish and chips,Fish & Chips,Fish & Chips
harry's golden chippy,Fish & Chips,Fish & Chips
americana fried chicken,Chicken,Chicken
jenny's fish and chips,Fish & Chips,Fish & Chips
philpotts sheffield,Sand/Caf/Bake,Sand/Caf/Bake
ridge chippy,Fish & Chips,Fish & Chips
marmara kebab house,Kebab,Kebab
new golden bridge,Chinese,Chinese
clay oven kebab house pizza takeaway,Fast Food,Fast Food
pizza pan billingham,Pizza,Pizza
pizza pan express,Pizza,Pizza
milan's pizza,Pizza,Pizza
boonnak thai,Chinese,Chinese
mary's fish and chips,Fish & Chips,Fish & Chips
garden kebab house,Kebab,Kebab
tabla truly authenic indian cuisine chingford,Indian,Indian
d2 fast food,Fast Food,Fast Food
pizza power,Pizza,Pizza
eastern curry,Indian,Indian
kebab ranch,Kebab,Kebab
flames pizza grill,Pizza,Pizza
de niros pizza,Pizza,Pizza
kirkby kebab house,Kebab,Kebab
baz's marmaris pizza and kebab house,Fast Food,Fast Food
ocean world fish and chips,Fish & Chips,Fish & Chips
red point pizza,Pizza,Pizza
downtown fast food,Fast Food,Fast Food
mai thai takeaway,Chinese,Chinese
kebab world,Kebab,Kebab
trattoria ibleo pizzeria and ristorante,Pizza,Pizza
billericay fish and chips,Fish & Chips,Fish & Chips
dawn's pizza,Pizza,Pizza
holmer green kebabs,Kebab,Kebab
crispy cod,Fish & Chips,Fish & Chips
dough and shakes,Desserts,Desserts
rainbow garden,Chinese,Chinese
the chocolate room,Desserts,Desserts
lilyanne's coffee bar,Sand/Caf/Bake,Sand/Caf/Bake
grillish peri peri chicken and ribs,Chicken,Chicken
parbold tandoori takeaway,Indian,Indian
king fish and chips,Fish & Chips,Fish & Chips
canterbury grill kebab house,Kebab,Kebab
pizza den,Pizza,Pizza
the big belly deli,Sand/Caf/Bake,Sand/Caf/Bake
town kebab house,Kebab,Kebab
victoria fish bar,Fish & Chips,Fish & Chips
the bristol fryer,Fish & Chips,Fish & Chips
kadirs fish and chips pizzeria,Fish & Chips,Fish & Chips
bodrum grill,Kebab,Kebab
sweet shrewsbury,Desserts,Desserts
oasis pizza,Pizza,Pizza
stop 'n' go snack bar,Sand/Caf/Bake,Sand/Caf/Bake
arizona fried chicken (k44 ltd),Chicken,Chicken
kebab express,Kebab,Kebab
milano fish and chips,Fish & Chips,Fish & Chips
napoli pizza,Pizza,Pizza
baba mediterranean bbq kebabs,Kebab,Kebab
garden moon bearwood,Chinese,Chinese
pizza season,Pizza,Pizza
shuang hsi,Chinese,Chinese
doneagles fish and chips,Fish & Chips,Fish & Chips
gemini's pizza,Pizza,Pizza
pizza pier,Pizza,Pizza
london kebabs,Kebab,Kebab
portlands fish and chips,Fish & Chips,Fish & Chips
kebab plus,Kebab,Kebab
mekong house,Chinese,Chinese
zhen garden,Chinese,Chinese
julianos pizza,Pizza,Pizza
snack box,Sand/Caf/Bake,Sand/Caf/Bake
the celtic sea fish and chips,Fish & Chips,Fish & Chips
la green pizza,Pizza,Pizza
uncle jim's kebab,Kebab,Kebab
abbots fish fryers,Fish & Chips,Fish & Chips
billy's fish and chips,Fish & Chips,Fish & Chips
clock tower kebab house,Kebab,Kebab
kingfisher,Fish & Chips,Fish & Chips
darceys grilled cheese sandwiches,Sand/Caf/Bake,Sand/Caf/Bake
ocean blue fish and chips,Fish & Chips,Fish & Chips
maci's fish and chips,Fish & Chips,Fish & Chips
miami pizza,Pizza,Pizza
rumi pizza,Pizza,Pizza
frozen ice pan,Desserts,Desserts
westgate fish and grill,Fish & Chips,Fish & Chips
casa mexican @ napoletana pizza and bbq kebabs,Fast Food,Fast Food
juniors cafe,Sand/Caf/Bake,Sand/Caf/Bake
pizza bite,Pizza,Pizza
best kebab - crook,Kebab,Kebab
sid's golden chippy,Fish & Chips,Fish & Chips
claire's snackbar,Sand/Caf/Bake,Sand/Caf/Bake
lexis lunchbox,Sand/Caf/Bake,Sand/Caf/Bake
mumtaz,Indian,Indian
spice of caddington,Indian,Indian
spice box,Indian,Indian
the spice tree,Indian,Indian
the oceanic fish bar,Fish & Chips,Fish & Chips
lusitano cafe and deli,Sand/Caf/Bake,Sand/Caf/Bake
fu moon,Chinese,Chinese
arifa tandoori house,Indian,Indian
chicketo's,Chicken,Chicken
hattons fish bar ltd,Fish & Chips,Fish & Chips
merlin's tandoori,Indian,Indian
brothers fish bar,Fish & Chips,Fish & Chips
taste of india @ cosmopolitan cafe,Indian,Indian
la fratelli,Pizza,Pizza
vogue chippy,Fish & Chips,Fish & Chips
kebab land,Kebab,Kebab
warmley kebabs,Kebab,Kebab
gelato passion (leeds road),Desserts,Desserts
cottingham pizza,Pizza,Pizza
hanwell pizza,Pizza,Pizza
uncles pizza,Pizza,Pizza
three guy's peri peri chicken,Chicken,Chicken
angelo's fish bar,Fish & Chips,Fish & Chips
gyros and kebab grill house,Kebab,Kebab
remas pizza and kebab takeaway,Fast Food,Fast Food
spice paradise,Indian,Indian
the chutney,Indian,Indian
stone's fish and chips,Fish & Chips,Fish & Chips
bramleys cafe,Sand/Caf/Bake,Sand/Caf/Bake
pizza base,Pizza,Pizza
stakks pancake house,Desserts,Desserts
cafe bagel,Sand/Caf/Bake,Sand/Caf/Bake
silver marlin fish bar and chinese express,Chinese,Chinese
has kebab centre,Kebab,Kebab
little ajs cafe,Sand/Caf/Bake,Sand/Caf/Bake
huckleberry chicken - broxbourne,Chicken,Chicken
2bp brothers pizza,Pizza,Pizza
stanton's fish and chips,Fish & Chips,Fish & Chips
bagel bros,Sand/Caf/Bake,Sand/Caf/Bake
antonios pizza,Pizza,Pizza
adilee gourmet pizza,Pizza,Pizza
fish lounge,Fish & Chips,Fish & Chips
the biryani box,Indian,Indian
sweet passion,Desserts,Desserts
marlow pizza,Pizza,Pizza
el paso pizza,Pizza,Pizza
pizza uk (new),Pizza,Pizza
one ten pizza,Pizza,Pizza
tad turkish restaurant,Kebab,Kebab
blue ocean fish bar,Fish & Chips,Fish & Chips
elizabeth street fish and chip shop,Fish & Chips,Fish & Chips
san marco fish and chips,Fish & Chips,Fish & Chips
crown fish bar,Fish & Chips,Fish & Chips
sea shell fish and chips,Fish & Chips,Fish & Chips
rodroj fish and chips,Fish & Chips,Fish & Chips
kebab house,Kebab,Kebab
dj frostie sweets and treats,Desserts,Desserts
bagel stop,Sand/Caf/Bake,Sand/Caf/Bake
olivers fish and chips whetstone,Fish & Chips,Fish & Chips
nonno's pizza,Pizza,Pizza
la la johns pizza,Pizza,Pizza
broadway chippy,Fish & Chips,Fish & Chips
pizza diana,Pizza,Pizza
britannia fish bar,Fish & Chips,Fish & Chips
your pizza point,Pizza,Pizza
today kebab,Kebab,Kebab
the tiffin truck,Indian,Indian
3 for 10 pizza,Pizza,Pizza
fish stop,Fish & Chips,Fish & Chips
prithi raj,Indian,Indian
pizza rizza,Pizza,Pizza
spice junction,Indian,Indian
nemo's fish and pizza bar,Fish & Chips,Fish & Chips
braunstone fryer fish and chips,Fish & Chips,Fish & Chips
tinos pizza,Pizza,Pizza
chik-inn,Chicken,Chicken
baguette corner,Sand/Caf/Bake,Sand/Caf/Bake
mumbai delight,Indian,Indian
darios fish and chips,Fish & Chips,Fish & Chips
istanbul bar and grill,Kebab,Kebab
la capricciosa,Pizza,Pizza
pensby kebab house,Kebab,Kebab
spicey cottage,Indian,Indian
mandarin house,Chinese,Chinese
tai yin,Chinese,Chinese
london fast food ltd,Fast Food,Fast Food
the olive branch pizza kebab and lebanese kitchen,Fast Food,Fast Food
house of desserts,Desserts,Desserts
hotspot pizza,Pizza,Pizza
kidderminster kebab house,Kebab,Kebab
istanbul grill and steak,Kebab,Kebab
perfect fried chicken and peri peri grill,Chicken,Chicken
mr cod's,Fish & Chips,Fish & Chips
us way pizza,Pizza,Pizza
bb pasta and pizza,Pizza,Pizza
grove spice,Indian,Indian
ken's kebab house,Kebab,Kebab
pan and kebab,Kebab,Kebab
docklands fish and chips,Fish & Chips,Fish & Chips
sky pizza,Pizza,Pizza
heavenly shakes and bites,Desserts,Desserts
the rebel chicken,Chicken,Chicken
jubo raj,Indian,Indian
sarah's desserts,Desserts,Desserts
millie moos,Desserts,Desserts
radha krishna bhavan,Indian,Indian
rooster's flaming grill,Chicken,Chicken
witney kebab house,Kebab,Kebab
pearl of the east chinese takeaway and restaurant,Chinese,Chinese
choco dado,Desserts,Desserts
fletton fish and chips,Fish & Chips,Fish & Chips
kani kebab,Kebab,Kebab
chocolate heaven wakefield,Desserts,Desserts
lfc kebab house,Kebab,Kebab
ocean fish bar,Fish & Chips,Fish & Chips
mr g's eat and shake,Desserts,Desserts
oceans fish bar,Fish & Chips,Fish & Chips
golden eagle,Chinese,Chinese
zam zam spice,Indian,Indian
flamingo kebab house,Kebab,Kebab
pizza town,Pizza,Pizza
ocean trawler fish and chips,Fish & Chips,Fish & Chips
24 karat chippy and grill,Fish & Chips,Fish & Chips
taysti - grillxxunk fried chicken and burgers,Fast Food,Fast Food
the golden chippy,Fish & Chips,Fish & Chips
freaky shakes,Desserts,Desserts
usa 5 star pizza,Pizza,Pizza
ebony's deli,Sand/Caf/Bake,Sand/Caf/Bake
desserts and snacks,Desserts,Desserts
marmaris pizza and kebab house,Fast Food,Fast Food
pizza 45,Pizza,Pizza
yummy kebab house,Kebab,Kebab
rio's chicken basket,Chicken,Chicken
brunch club,Sand/Caf/Bake,Sand/Caf/Bake
catch 22 fish and chips,Fish & Chips,Fish & Chips
curri.co.uk,Indian,Indian
kings chippy,Fish & Chips,Fish & Chips
perfect kebab house,Kebab,Kebab
double b pizza,Pizza,Pizza
bagel express,Sand/Caf/Bake,Sand/Caf/Bake
gram spice,Indian,Indian
ash kebab,Kebab,Kebab
papa'z pizza,Pizza,Pizza
holy shake,Desserts,Desserts
tgf pizzaxxunkkebab and peri peri,Fast Food,Fast Food
oxley fish - kebab and pizza,Fast Food,Fast Food
dong hai,Chinese,Chinese
pablo's pizza,Pizza,Pizza
camile thai - tooting,Chinese,Chinese
hippy chippy,Fish & Chips,Fish & Chips
frankie's chicken and pizza bar,Fast Food,Fast Food
door2door pizza,Pizza,Pizza
mario's fish and chips,Fish & Chips,Fish & Chips
little deli cafe,Sand/Caf/Bake,Sand/Caf/Bake
fish king,Fish & Chips,Fish & Chips
jinnah,Indian,Indian
taste of lahore,Indian,Indian
francino pizza and grill,Pizza,Pizza
pizzarella,Pizza,Pizza
waffle run express,Desserts,Desserts
13 02 dessert cafe,Desserts,Desserts
ocean fish and chips,Fish & Chips,Fish & Chips
tuminose pizza,Pizza,Pizza
d'luxe desserts,Desserts,Desserts
kebab 2 go,Kebab,Kebab
eatza pizza,Pizza,Pizza
pizza castle,Pizza,Pizza
family kebab and pizzaria,Fast Food,Fast Food
the golden curry,Indian,Indian
chicken.com (stratford road),Chicken,Chicken
the urban chicken,Chicken,Chicken
mama roma pizza,Pizza,Pizza
pizza 8,Pizza,Pizza
charlie waffles and co.,Desserts,Desserts
sahara fried and grilled chicken,Chicken,Chicken
cookies and cones,Desserts,Desserts
bennetts gate istanbul kebab and pizza,Fast Food,Fast Food
jq coffee cafe,Sand/Caf/Bake,Sand/Caf/Bake
best pizza express,Pizza,Pizza
mr. chippy,Fish & Chips,Fish & Chips
ash spice sizzling kebabs and pizzas,Fast Food,Fast Food
indigo fusion,Indian,Indian
kebab mania,Kebab,Kebab
coronation curry house,Indian,Indian
harry's ice cream,Desserts,Desserts
bake- and -butty,Sand/Caf/Bake,Sand/Caf/Bake
bomba kebab pizza,Fast Food,Fast Food
pizza millennio,Pizza,Pizza
spice and nice,Indian,Indian
golden buck,Chinese,Chinese
wycombe pizza 2,Pizza,Pizza
the dil raj,Indian,Indian
water orton pizza,Pizza,Pizza
bistro pizza 2 for 1,Pizza,Pizza
winner kebab house,Kebab,Kebab
romero's pizza,Pizza,Pizza
rooster piri piri - uxbridge,Chicken,Chicken
famous chicken peri peri,Chicken,Chicken
larkfield kebab,Kebab,Kebab
sancak turkish grill,Kebab,Kebab
urmston kurry house,Indian,Indian
chunky chick-inn,Chicken,Chicken
jasmine garden gu1,Chinese,Chinese
new shahi,Indian,Indian
drizzled dessert cafe,Desserts,Desserts
bella torino pizzeria,Pizza,Pizza
chicago pizza in town,Pizza,Pizza
coffee kup,Sand/Caf/Bake,Sand/Caf/Bake
southern fried chicken and grill,Chicken,Chicken
20 pizza,Pizza,Pizza
han long,Chinese,Chinese
tennessee chicken and peri peri,Chicken,Chicken
prio spice,Indian,Indian
blue sea fish and chips bar,Fish & Chips,Fish & Chips
sizzlers ice cream parlour,Desserts,Desserts
indulge ice cream,Desserts,Desserts
chicken world peri peri,Chicken,Chicken
leighton grill and kebab,Kebab,Kebab
dream pizza,Pizza,Pizza
your spiced,Indian,Indian
buddy's cafe,Sand/Caf/Bake,Sand/Caf/Bake
kung fu kitchen,Chinese,Chinese
crunchy's chickenxxunk pizza and grill,Fast Food,Fast Food
top pizza,Pizza,Pizza
wings shack,Chicken,Chicken
jack spice,Indian,Indian
peking chef,Chinese,Chinese
pizza2go,Pizza,Pizza
rocco's fish bar,Fish & Chips,Fish & Chips
syston farmhouse pizza,Pizza,Pizza
dover kebab house,Kebab,Kebab
east and west pizza and burgers,Fast Food,Fast Food
fisheracre chipper two,Fish & Chips,Fish & Chips
ji chicken shop,Chicken,Chicken
fireaway pizza,Pizza,Pizza
wigston shake bar,Desserts,Desserts
samos pizza,Pizza,Pizza
pizza ariano's,Pizza,Pizza
chicken korner,Chicken,Chicken
pizza to go,Pizza,Pizza
gilesgate tandoori,Indian,Indian
crusader pizza,Pizza,Pizza
teddylicious (witton),Desserts,Desserts
pizzanova,Pizza,Pizza
lfc,Chicken,Chicken
chesterfield best kebab,Kebab,Kebab
curried away,Indian,Indian
anet's deli,Sand/Caf/Bake,Sand/Caf/Bake
divino pizza,Pizza,Pizza
win wo house,Chinese,Chinese
kens kebabs,Kebab,Kebab
york tandoori,Indian,Indian
camberley tandoori,Indian,Indian
fryday fish shop,Fish & Chips,Fish & Chips
the village kebab,Kebab,Kebab
waffle island,Desserts,Desserts
cobham spice oven,Indian,Indian
pizza pazza,Pizza,Pizza
kebab ye,Kebab,Kebab
shang hai takeaway,Chinese,Chinese
new shanghai blues,Chinese,Chinese
dynasty chinese restaurant and delivery,Chinese,Chinese
farmhouse pizza,Pizza,Pizza
gracies shake,Desserts,Desserts
cafe shabab,Indian,Indian
mr chippy,Fish & Chips,Fish & Chips
bhattis fried chicken,Chicken,Chicken
bodrum kebab house,Kebab,Kebab
golden desserts,Desserts,Desserts
wigan pizza,Pizza,Pizza
fossway tandoori,Indian,Indian
pizza corner,Pizza,Pizza
star tandoori,Indian,Indian
the tavern co brunch,Sand/Caf/Bake,Sand/Caf/Bake
doms chip shop,Fish & Chips,Fish & Chips
chingford chicken village,Chicken,Chicken
mario's fish and chips and pizzeria,Fish & Chips,Fish & Chips
outlane spice,Indian,Indian
best kebab ye,Kebab,Kebab
pizza city chicken city,Fast Food,Fast Food
best 91 pizza,Pizza,Pizza
the bull and spice,Indian,Indian
pizza tomato,Pizza,Pizza
chicken trio streatham,Chicken,Chicken
san mareno pizza,Pizza,Pizza
yummxxunk desserts and snacks,Desserts,Desserts
creamery and coffee,Desserts,Desserts
cc pizza,Pizza,Pizza
laguna tandoori,Indian,Indian
pepes piri piri chicken,Chicken,Chicken
honeypot desserts,Desserts,Desserts
scott's cafe,Sand/Caf/Bake,Sand/Caf/Bake
molly's deli,Sand/Caf/Bake,Sand/Caf/Bake
amaa dosaa,Indian,Indian
maeme's flame grill chicken,Chicken,Chicken
bfc piri piri,Chicken,Chicken
o'more roosters,Chicken,Chicken
oh my cod,Fish & Chips,Fish & Chips
new standard tandoori,Indian,Indian
zest pizza,Pizza,Pizza
lebanese kitchen @ the best kebab,Kebab,Kebab
chilli and spice indian takeaway,Indian,Indian
gg's deli,Sand/Caf/Bake,Sand/Caf/Bake
station kebab 2,Kebab,Kebab
doughbies pizza,Pizza,Pizza
the sandwich maker,Sand/Caf/Bake,Sand/Caf/Bake
nonno's woodfired pizza,Pizza,Pizza
the chicken crew,Chicken,Chicken
che cosa wood fired pizza,Pizza,Pizza
laughing buddha,Chinese,Chinese
chicken giant,Chicken,Chicken
hong kong delight,Chinese,Chinese
pizza o'more,Pizza,Pizza
chicken on the hill,Chicken,Chicken
burgh heath tandoori,Indian,Indian
my pizza,Pizza,Pizza
chicken diner,Chicken,Chicken
the flamin' chicken,Chicken,Chicken
mem-saab indian restaurant and takeaway,Indian,Indian
march tandoori,Indian,Indian
new wangs,Chinese,Chinese
park plaice fish and chips,Fish & Chips,Fish & Chips
turkish delight kebabs and burger house,Fast Food,Fast Food
desserts delivered sunderland,Desserts,Desserts
la mamma pizza and kebab house,Fast Food,Fast Food
the noodle bar @ boxpark,Chinese,Chinese
belly pizza,Pizza,Pizza
eastern kebab,Kebab,Kebab
pst perfect chicken,Chicken,Chicken
bromley tandoori,Indian,Indian
new rice bowl,Chinese,Chinese
peckish desserts,Desserts,Desserts
fish fry,Fish & Chips,Fish & Chips
parma pizza,Pizza,Pizza
mfc fried chicken (wath-upon-dearne),Chicken,Chicken
firstop pizza,Pizza,Pizza
fona pizza,Pizza,Pizza
boom boom chicken,Chicken,Chicken
mr cod,Fish & Chips,Fish & Chips
shakey j's,Desserts,Desserts
home style authentic indian cuisine,Indian,Indian
strawberry's ice cream and sandwich bar,Sand/Caf/Bake,Sand/Caf/Bake
magic spice,Indian,Indian
tang xuan,Chinese,Chinese
roberto's pizza,Pizza,Pizza
pizza presto,Pizza,Pizza
new phoenix,Chinese,Chinese
the istanbul grill,Kebab,Kebab
barwell kebab,Kebab,Kebab
stop waffling,Desserts,Desserts
pizza 2000,Pizza,Pizza
nang thai restaurant,Chinese,Chinese
mr waffles kimberworth,Desserts,Desserts
old jc's cafe and deli,Sand/Caf/Bake,Sand/Caf/Bake
chicken and blues,Chicken,Chicken
fish dish,Fish & Chips,Fish & Chips
the chippy fish and chips,Fish & Chips,Fish & Chips
philpotts great charles street,Sand/Caf/Bake,Sand/Caf/Bake
nino pizza,Pizza,Pizza
bensham tandoori,Indian,Indian
philpotts nottingham,Sand/Caf/Bake,Sand/Caf/Bake
the manzil tandoori takeaway,Indian,Indian
raj darbar,Indian,Indian
polash indian takeaway,Indian,Indian
topp's breakfast,Sand/Caf/Bake,Sand/Caf/Bake
camberwell tandoori,Indian,Indian
garden city kebab pizza house,Fast Food,Fast Food
ako kebab,Kebab,Kebab
bilston chippy,Fish & Chips,Fish & Chips
mai thai,Chinese,Chinese
new golden house,Chinese,Chinese
west virginia fried chicken,Chicken,Chicken
pcg - pizza and chicken grill,Fast Food,Fast Food
hart's fish and chip shop,Fish & Chips,Fish & Chips
essex pizza,Pizza,Pizza
bombay dynasty,Indian,Indian
sweet enough,Desserts,Desserts
jenny's jerk chicken,Chicken,Chicken
diss tandoori,Indian,Indian
door to door pizza,Pizza,Pizza
gaylord tandoori,Indian,Indian
chicken corner,Chicken,Chicken
tennessee fried chicken and ribs,Chicken,Chicken
marmaris kebab and pizza house,Fast Food,Fast Food
good chef,Chinese,Chinese
food and dessert station,Desserts,Desserts
charlie's fried chicken,Chicken,Chicken
far cotton tandoori,Indian,Indian
ginger spice,Indian,Indian
pars pizza and kebab (brierley hill),Fast Food,Fast Food
memento pizza and pasta,Pizza,Pizza
new garden,Chinese,Chinese
pizza piato,Pizza,Pizza
erith kebab,Kebab,Kebab
willen tandoori,Indian,Indian
new chop suey bar,Chinese,Chinese
flame peri peri chicken,Chicken,Chicken
ashi's pizza and kebab house,Fast Food,Fast Food
ho hing,Chinese,Chinese
blyton ice cream,Desserts,Desserts
delhi dining restaurant,Indian,Indian
sa pfc,Chicken,Chicken
jaqk's chicken and chips co,Chicken,Chicken
one sixty coffee bar,Sand/Caf/Bake,Sand/Caf/Bake
waffle away,Desserts,Desserts
herbies pizza and burgers,Fast Food,Fast Food
taksim pizza kebab house,Fast Food,Fast Food
golden wins,Chinese,Chinese
philpotts portland chambers,Sand/Caf/Bake,Sand/Caf/Bake
sweet,Desserts,Desserts
llanharan pizza and kebab house,Fast Food,Fast Food
ecco pizza,Pizza,Pizza
rainbow chopsuey house,Chinese,Chinese
delight kebab,Kebab,Kebab
sta pizza,Pizza,Pizza
the sweetie shop,Desserts,Desserts
pizza pronto,Pizza,Pizza
millon tandoori,Indian,Indian
pino pizza,Pizza,Pizza
west cross tandoori,Indian,Indian
the best kebab house and pizza,Fast Food,Fast Food
istanbul turkish bbq restaurant and takeaway,Kebab,Kebab
forno pizza,Pizza,Pizza
direct pizza co.,Pizza,Pizza
m and m kebab and pizza (avonmouth),Fast Food,Fast Food
sundaes gelato and grill,Desserts,Desserts
simply breakfast,Sand/Caf/Bake,Sand/Caf/Bake
karachi kebab and pizza,Fast Food,Fast Food
little india restaurant and takeaway,Indian,Indian
best pizza and burger,Fast Food,Fast Food
huckleberry chicken,Chicken,Chicken
1st class pizza and kebab house,Fast Food,Fast Food
truly scrumptious cafe,Sand/Caf/Bake,Sand/Caf/Bake
moortown tandoori,Indian,Indian
roosters hut,Chicken,Chicken
studio cake,Desserts,Desserts
signature sandwiches and desserts,Sand/Caf/Bake,Sand/Caf/Bake
afc abaseen fried chicken,Chicken,Chicken
pizza and kebab corner,Fast Food,Fast Food
chicken bite,Chicken,Chicken
the flamin chicken,Chicken,Chicken
frankies chicken and pizza bar,Fast Food,Fast Food
adil's fried chicken,Chicken,Chicken
bombay feast,Indian,Indian
boston pizza,Pizza,Pizza
arbroath spice,Indian,Indian
barcelona pizza,Pizza,Pizza
haverhill kebab and pizza,Fast Food,Fast Food
tams peri peri chicken,Chicken,Chicken
tuckers pizza and kebab house,Fast Food,Fast Food
aj's chicken,Chicken,Chicken
fortune chicken,Chicken,Chicken
texas fried chicken,Chicken,Chicken
friends kebab and pizza,Fast Food,Fast Food
indihome,Indian,Indian
nottingham pizza and kebab house,Fast Food,Fast Food
direct pizza,Pizza,Pizza
lymington kebab and chicken house,Fast Food,Fast Food
king baba indian cusine,Indian,Indian
kebab delights and pizza,Fast Food,Fast Food
aroma indian food to go,Indian,Indian
great yarmouth pizza and kebab house,Fast Food,Fast Food
messingham tandoori,Indian,Indian
pizza delight and kebab house,Fast Food,Fast Food
rising sun,Chinese,Chinese
gelato passion,Desserts,Desserts
levanti's pizza and burgers,Fast Food,Fast Food
doozy milkshakes,Desserts,Desserts
usa chicken express,Chicken,Chicken
e and s desserts,Desserts,Desserts
pizza romano,Pizza,Pizza
country fried chicken,Chicken,Chicken
hussain fried chicken,Chicken,Chicken
shirley kebab,Kebab,Kebab
mum's spice indian restaurant,Indian,Indian
broccoli pizza and pasta,Pizza,Pizza
hilltop kebab and pizza,Fast Food,Fast Food
saim spices,Indian,Indian
happy villa,Chinese,Chinese
northwood kebab and pizza,Fast Food,Fast Food
sunlight kebab fried chicken,Fast Food,Fast Food
bombai kitchen,Indian,Indian
jerk chicken cuisine,Chicken,Chicken
fortune inn,Chinese,Chinese
famous fried chicken ltd,Chicken,Chicken
desi tonight pizza and kebabs,Fast Food,Fast Food
tony's turkish kebabs,Kebab,Kebab
ely kebab house and l.a pizza,Fast Food,Fast Food
suka's fried chicken,Chicken,Chicken
lezet kebab,Kebab,Kebab
papas grilled chicken,Chicken,Chicken
choco berri,Desserts,Desserts
ken's kebab house and speedy pizza,Fast Food,Fast Food
the eastern spice,Indian,Indian
sara's pizza and kebab house,Fast Food,Fast Food
chinese grill,Chinese,Chinese
chilli grill tandoori,Indian,Indian
frangos piri piri,Chicken,Chicken
magna tandoori restaurant,Indian,Indian
tandoori house,Indian,Indian
gianni's fish and chip shop,Fish & Chips,Fish & Chips
the chicken village,Chicken,Chicken
oh my cod chippy,Fish & Chips,Fish & Chips
barry's desserts,Desserts,Desserts
barbican kebab and pizza,Fast Food,Fast Food
noodle inn - london road,Chinese,Chinese
anatolia pizza and kebab house,Fast Food,Fast Food
pizza pasta,Pizza,Pizza
pizza uno,Pizza,Pizza
wicked wings,Chicken,Chicken
acle spice,Indian,Indian
prime kebab,Kebab,Kebab
mega chicken,Chicken,Chicken
simla tandoori,Indian,Indian
essence of spice,Indian,Indian
sweetie pops,Desserts,Desserts
piero's pizza and kebab house,Fast Food,Fast Food
romeros pizza and kebab house,Fast Food,Fast Food
kebab world and pizza house,Fast Food,Fast Food
a and m kebab and pizza,Fast Food,Fast Food
hurry curry,Indian,Indian
rasoi open kitchen indian takeaway,Indian,Indian
treatz,Desserts,Desserts
ormskirk kebab and pizza,Fast Food,Fast Food
sarga indian takeaway,Indian,Indian
webster's sandwich bar,Sand/Caf/Bake,Sand/Caf/Bake
sava pizza and kebab house,Fast Food,Fast Food
southend best chicken,Chicken,Chicken
christophes crepes norwich,Desserts,Desserts
mumbai brasserie,Indian,Indian
bingsoul dessert cafe,Desserts,Desserts
casa bella pizza,Pizza,Pizza
china munchy box,Chinese,Chinese
bombay night,Indian,Indian
georgia fried chicken,Chicken,Chicken
cj's deli,Sand/Caf/Bake,Sand/Caf/Bake
delicious dessert,Desserts,Desserts
american fried chicken,Chicken,Chicken
lucky red,Chinese,Chinese
navs trap chicken,Chicken,Chicken
the mearns wok,Chinese,Chinese
a1 pizza and kebab house,Fast Food,Fast Food
star fried chicken,Chicken,Chicken
big boy pizza,Pizza,Pizza
kebab land fried chicken,Fast Food,Fast Food
sicilia pizza,Pizza,Pizza
abington tandoori,Indian,Indian
woody kebab,Kebab,Kebab
chicken planet,Chicken,Chicken
spice 6,Indian,Indian
shanghai blossom,Chinese,Chinese
delightful desserts,Desserts,Desserts
hatfield kebab and pizza house,Fast Food,Fast Food
carolina chicken,Chicken,Chicken
zucchero desserts,Desserts,Desserts
desserts delivered gateshead,Desserts,Desserts
chicken station,Chicken,Chicken
wai sing,Chinese,Chinese
cardamon lounge,Indian,Indian
felixstowe fried chicken,Chicken,Chicken
ming's garden,Chinese,Chinese
church street sandwich bar,Sand/Caf/Bake,Sand/Caf/Bake
amers indian restaurant and takeaway,Indian,Indian
papa's chicken,Chicken,Chicken
cravings ice cream and dessert,Desserts,Desserts
morley's fried chicken east street,Chicken,Chicken
chicken today,Chicken,Chicken
cake away,Desserts,Desserts
yummy's fried chicken,Chicken,Chicken
embankment kebab and pizza.,Fast Food,Fast Food
sergio's kebab and pizza,Fast Food,Fast Food
crumbs sandwich and grill bar,Sand/Caf/Bake,Sand/Caf/Bake
perfecto pizza,Pizza,Pizza
tim's pizza and kebab house,Fast Food,Fast Food
